receiver_pseudo,sender_pseudo,t_prev,t_curr,dt,x_prev,y_prev,x_curr,y_curr,dx,dy,dist,speed_prev,speed_curr,dv,jerk,acc_prev,acc_curr,dacc,heading_prev,heading_curr,dtheta,heading_rate,rate_msgs_per_s,pos_conf_x_curr,pos_conf_y_curr,spd_conf_x_curr,spd_conf_y_curr,acc_conf_x_curr,acc_conf_y_curr,head_conf_x_curr,head_conf_y_curr,label,mb_version,delta_speed,row_id,fused_anom,rsu_anom,obu_anom,rsu_score,trust_sender,trust_pair
104655,104955,626.348222,627.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.186722,29.143785,-0.042937,-0.042937,0.487297,0.259342,-0.227955,-0.810591,-0.813305,-0.002714,-0.002714,1.0,3.965128,4.151167,-0.002328,0.002444,1e-05,3e-06,0.055793,3.435708,1,v2,0.042937,5680,1,1,0,0.8722970103020964,0.0034356180513329,0.0068316790340637
104655,104955,627.348222,628.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.143785,29.098436,-0.045348,-0.045348,0.259342,0.619114,0.359772,-0.813305,-0.813366,-6.2e-05,-6.2e-05,1.0,3.860093,4.15297,-0.002324,0.002441,4e-06,4e-06,0.055979,3.425122,1,v2,0.045348,5681,1,1,0,0.8922970103020964,0.0034356180513329,0.0068316790340637
104655,104955,628.348222,629.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.098436,29.206341,0.107904,0.107904,0.619114,0.477853,-0.141261,-0.813366,-0.813254,0.000112,0.000112,1.0,4.144655,3.812056,-0.002333,0.00245,9e-06,9e-06,0.055551,3.451231,1,v2,0.107904,5682,1,1,0,0.9173552951858172,0.0034356180513329,0.0068316790340637
104655,104955,629.348222,630.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.206341,29.176864,-0.029476,-0.029476,0.477853,0.166203,-0.31165,-0.813254,-0.813224,3e-05,3e-05,1.0,4.050457,3.856305,-0.002331,0.002447,2e-06,2e-06,0.055664,3.443872,1,v2,0.029476,5683,1,1,0,0.8647970103020964,0.0034356180513329,0.0068316790340637
104655,104955,630.348222,631.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.176864,29.206886,0.030021,0.030021,0.166203,1.164163,0.997959,-0.813224,-0.813164,5.9e-05,5.9e-05,1.0,4.185199,4.064626,-0.002333,0.00245,2e-06,3e-06,0.055549,3.451367,1,v2,0.030021,5684,1,1,0,0.8697675241407388,0.0034356180513329,0.0068316790340637
104655,104955,631.348222,632.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.206886,29.20589,-0.000996,-0.000996,1.164163,0.094935,-1.069227,-0.813164,-0.81312,4.4e-05,4.4e-05,1.0,4.064422,4.185086,-0.002333,0.00245,0.0,0.0,0.055553,3.451118,1,v2,0.000996,5685,1,1,0,0.8422189903894374,0.0034356180513329,0.0068316790340637
104655,104955,632.348222,633.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.20589,29.206257,0.000368,0.000368,0.094935,1.035365,0.94043,-0.81312,-0.814967,-0.001846,-0.001846,1.0,4.090349,4.351132,-0.002329,0.002454,5e-06,5e-06,0.055778,3.464555,1,v2,0.000368,5686,1,1,0,0.8246830963199363,0.0034356180513329,0.0068316790340637
104655,104955,633.348222,634.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.206257,29.186672,-0.019585,-0.019585,1.035365,0.22239,-0.812975,-0.814967,-0.822057,-0.007091,-0.007091,1.0,4.220488,4.478289,-0.00231,0.002469,1.9e-05,1.5e-05,0.056701,3.509107,1,v2,0.019585,5687,1,1,0,0.8799417151162792,0.0034356180513329,0.0068316790340637
104655,104955,634.348222,635.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.186672,29.192433,0.005761,0.005761,0.22239,0.472915,0.250525,-0.822057,-0.822008,5e-05,5e-05,1.0,4.17158,4.528875,-0.00231,0.002469,0.0,0.0,0.056678,3.510583,1,v2,0.005761,5688,1,1,0,0.8773552951858172,0.0034356180513329,0.0068316790340637
104655,104955,635.348222,636.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.192433,29.169262,-0.023171,-0.023171,0.472915,0.329354,-0.143561,-0.822008,-0.82199,1.8e-05,1.8e-05,1.0,4.343733,4.05131,-0.002308,0.002467,2e-06,2e-06,0.056768,3.504648,1,v2,0.023171,5689,1,1,0,0.8673834302325583,0.0034356180513329,0.0068316790340637
104655,104955,636.348222,637.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.169262,25.569977,-3.599285,-3.599285,0.329354,4.500005,4.170651,-0.82199,-0.821967,2.3e-05,2.3e-05,1.0,4.059273,4.081476,-0.002023,0.002163,0.000285,0.000304,0.072593,2.694586,1,v2,3.599285,5690,1,1,0,0.8971844009906011,0.0034356180513329,0.0068316790340637
104655,104955,637.348222,638.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,25.569977,21.079211,-4.490766,-4.490766,4.500005,4.500005,-0.0,-0.821967,-0.812238,0.009729,0.009729,1.0,4.173132,3.761118,-0.001685,0.001767,0.000338,0.000396,0.097198,1.914036,1,v2,4.490766,5691,1,1,0,0.8518307517601817,0.0034356180513329,0.0068316790340637
104655,104955,638.348222,639.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,21.079211,16.59267,-4.486541,-4.486541,4.500005,4.500001,-4e-06,-0.812238,-0.79404,0.018198,0.018198,1.0,4.109864,3.999846,-0.001352,0.001366,0.000334,0.0004,0.129645,1.354684,1,v2,4.486541,5692,1,1,0,0.94238608601784,0.0034356180513329,0.0068316790340637
104655,104955,639.348222,640.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,16.59267,12.092673,-4.499998,-4.499998,4.500001,4.49998,-2.1e-05,-0.79404,-0.677695,0.116345,0.116345,1.0,3.887822,4.176485,-0.001094,0.000875,0.000258,0.000492,0.16195,0.886216,1,v2,4.499998,5693,1,1,0,0.94713125020218,0.0034356180513329,0.0068316790340637
104655,104955,640.348222,641.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,12.092673,7.592674,-4.499998,-4.499998,4.49998,4.499961,-1.9e-05,-0.677695,-0.565214,0.112481,0.112481,1.0,3.717464,4.137573,-0.000744,0.000469,0.00035,0.000406,0.219061,0.624226,1,v2,4.499998,5694,1,1,0,0.7716323721938829,0.0034356180513329,0.0068316790340637
104655,104955,641.348222,642.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,7.592674,7.913958,0.321284,0.321284,4.499961,2.306869,-2.193091,-0.565214,-0.37424,0.190975,0.190975,1.0,3.965108,4.005053,-0.000854,0.000333,0.00011,0.000136,0.199189,0.554961,1,v2,0.321284,5695,1,1,0,0.94488608601784,0.0034356180513329,0.0068316790340637
104655,104955,642.348222,643.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,7.913958,9.822984,1.909026,1.909026,2.306869,2.152275,-0.154595,-0.37424,-0.162058,0.212181,0.212181,1.0,3.849039,3.79719,-0.001123,0.00018,0.000269,0.000152,0.15788,0.486627,1,v2,1.909026,5696,1,1,0,0.9347983149727612,0.0034356180513329,0.0068316790340637
104655,104955,643.348222,644.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,9.822984,11.840046,2.017062,2.017062,2.152275,1.483212,-0.669063,-0.162058,0.177947,0.340005,0.340005,1.0,3.821127,4.096867,-0.001349,-0.000247,0.000226,0.000427,0.129928,0.336597,1,v2,2.017062,5697,1,1,0,0.9497983149727612,0.0034356180513329,0.0068316790340637
104655,104955,644.348222,645.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,11.840046,14.025483,2.185437,2.185437,1.483212,2.192695,0.709484,0.177947,-0.085095,-0.263041,-0.263041,1.0,3.863273,4.257163,-0.001619,0.000134,0.00027,0.00038,0.102916,0.467351,1,v2,2.185437,5698,1,1,0,0.9448565998564824,0.0034356180513329,0.0068316790340637
104655,104955,645.348222,646.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,14.025483,15.949008,1.923525,1.923525,2.192695,1.819851,-0.372844,-0.085095,-0.455962,-0.370867,-0.370867,1.0,4.110757,4.181409,-0.001661,0.000809,4.2e-05,0.000675,0.099271,0.837241,1,v2,1.923525,5699,1,1,0,0.9397695162503978,0.0034356180513329,0.0068316790340637
104655,104955,646.348222,647.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,15.949008,18.069755,2.120747,2.120747,1.819851,2.428498,0.608647,-0.455962,-0.706616,-0.250655,-0.250655,1.0,4.140347,4.299064,-0.001596,0.001355,6.5e-05,0.000546,0.105028,1.341031,1,v2,2.120747,5700,1,1,0,0.9421607363635378,0.0034356180513329,0.0068316790340637
104655,104955,647.348222,648.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,18.069755,20.136638,2.066883,2.066883,2.428498,1.832777,-0.595721,-0.706616,-1.034604,-0.327988,-0.327988,1.0,4.146062,4.377236,-0.001197,0.002002,0.000399,0.000647,0.148167,2.344902,1,v2,2.066883,5701,1,1,0,0.9597983149727612,0.0034356180513329,0.0068316790340637
104655,104955,648.348222,650.348222,2.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,20.136638,16.61959,-3.517048,-1.758524,1.832777,4.500067,2.66729,-1.034604,-1.656021,-0.621417,-0.310709,0.5,4.076213,4.134138,0.000159,0.001919,0.000754,0.000451,0.477576,2.182014,1,v2,3.517048,5702,1,1,0,0.9545295656624578,0.0034356180513329,0.0068316790340637
104655,104955,650.348222,651.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,16.61959,12.918586,-3.701005,-3.701005,4.500067,0.981114,-3.518952,-1.656021,-1.735718,-0.079697,-0.079697,1.0,4.162957,4.234745,0.000241,0.001477,8.2e-05,0.000442,0.512797,1.490218,1,v2,3.701005,5703,1,1,0,0.9647549153167598,0.0034356180513329,0.0068316790340637
104655,104955,651.348222,652.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,12.918586,13.726781,0.808195,0.808195,0.981114,2.040714,1.0596,-1.735718,-1.196319,0.539399,0.539399,1.0,3.945527,4.144503,-0.000586,0.001478,0.000827,1e-06,0.251088,1.491824,1,v2,0.808195,5704,1,1,0,0.9419989523056987,0.0034356180513329,0.0068316790340637
104655,104955,652.348222,653.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,13.726781,15.661381,1.9346,1.9346,2.040714,1.94481,-0.095904,-1.196319,-1.012279,0.18404,0.18404,1.0,4.042955,4.027968,-0.000966,0.001536,0.00038,5.8e-05,0.180903,1.567868,1,v2,1.9346,5705,1,1,0,0.9320519564766778,0.0034356180513329,0.0068316790340637
104655,104955,653.348222,654.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,15.661381,17.610907,1.949526,1.949526,1.94481,1.689446,-0.255364,-1.012279,-0.824535,0.187744,0.187744,1.0,3.908221,3.981932,-0.001389,0.001494,0.000423,4.2e-05,0.125515,1.512233,1,v2,1.949526,5706,1,1,0,0.9320519564766778,0.0034356180513329,0.0068316790340637
104655,104955,654.348222,655.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,17.610907,19.675191,2.064284,2.064284,1.689446,1.559929,-0.129517,-0.824535,-0.817058,0.007477,0.007477,1.0,4.034599,4.064135,-0.001564,0.001657,0.000175,0.000164,0.107903,1.741605,1,v2,2.064284,5707,1,1,0,0.9397190212472588,0.0034356180513329,0.0068316790340637
104655,104955,655.348222,656.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,19.675191,21.697576,2.022385,2.022385,1.559929,1.948948,0.389019,-0.817058,-0.817057,1e-06,1e-06,1.0,3.990632,4.220861,-0.001725,0.001828,0.000161,0.00017,0.093918,2.01755,1,v2,2.022385,5708,1,1,0,0.9398565998564824,0.0034356180513329,0.0068316790340637
104655,104955,656.348222,657.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,21.697576,23.663894,1.966318,1.966318,1.948948,1.799552,-0.149395,-0.817057,-0.817049,8e-06,8e-06,1.0,4.160939,4.260711,-0.001881,0.001993,0.000156,0.000166,0.08206,2.327706,1,v2,1.966318,5709,1,1,0,0.9448565998564824,0.0034356180513329,0.0068316790340637
104655,104955,657.348222,658.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,23.663894,25.427687,1.763794,1.763794,1.799552,1.322733,-0.476819,-0.817049,-0.817047,2e-06,2e-06,1.0,4.167415,4.26109,-0.002022,0.002142,0.00014,0.000149,0.072704,2.646278,1,v2,1.763794,5710,1,1,0,0.9473565998564822,0.0034356180513329,0.0068316790340637
104655,104955,658.348222,659.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,25.427687,27.592166,2.164479,2.164479,1.322733,2.492445,1.169712,-0.817047,-0.817,4.7e-05,4.7e-05,1.0,4.248985,4.148422,-0.002194,0.002324,0.000172,0.000182,0.062666,3.097404,1,v2,2.164479,5711,1,1,0,0.9423565998564822,0.0034356180513329,0.0068316790340637
104655,104955,659.348222,660.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,27.592166,29.160035,1.567869,1.567869,2.492445,0.169822,-2.322623,-0.817,-0.817116,-0.000116,-0.000116,1.0,4.15809,4.302067,-0.002318,0.002457,0.000124,0.000132,0.05629,3.472522,1,v2,1.567869,5712,1,1,0,0.915,0.0034356180513329,0.0068316790340637
104655,104955,660.348222,661.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.160035,29.134503,-0.025532,-0.025532,0.169822,0.147502,-0.02232,-0.817116,-0.81709,2.6e-05,2.6e-05,1.0,3.992084,4.208664,-0.002316,0.002455,2e-06,2e-06,0.056389,3.466078,1,v2,0.025532,5713,1,1,0,0.8747970103020964,0.0034356180513329,0.0068316790340637
104655,104955,661.348222,662.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.134503,29.21284,0.078337,0.078337,0.147502,0.385211,0.237709,-0.81709,-0.817072,1.8e-05,1.8e-05,1.0,4.094921,4.179812,-0.002322,0.002461,6e-06,7e-06,0.056087,3.485884,1,v2,0.078337,5714,1,1,0,0.8698552951858173,0.0034356180513329,0.0068316790340637
104655,104955,662.348222,663.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.21284,29.16592,-0.046919,-0.046919,0.385211,0.150778,-0.234433,-0.817072,-0.817066,6e-06,6e-06,1.0,4.051745,4.142032,-0.002319,0.002457,4e-06,4e-06,0.056268,3.474007,1,v2,0.046919,5715,1,1,0,0.8672970103020964,0.0034356180513329,0.0068316790340637
104655,104955,663.348222,664.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.16592,29.117083,-0.048838,-0.048838,0.150778,0.200509,0.049731,-0.817066,-0.816931,0.000134,0.000134,1.0,4.133397,4.216921,-0.002315,0.002453,4e-06,4e-06,0.056443,3.460933,1,v2,0.048838,5716,1,1,0,0.8948552951858173,0.0034356180513329,0.0068316790340637
104655,104955,664.348222,665.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.117083,29.157139,0.040056,0.040056,0.200509,0.508193,0.307683,-0.816931,-0.816451,0.00048,0.00048,1.0,4.065002,4.280548,-0.002319,0.002455,4e-06,2e-06,0.056234,3.467839,1,v2,0.040056,5717,1,1,0,0.9223552951858172,0.0034356180513329,0.0068316790340637
104655,104955,665.348222,666.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.157139,29.149675,-0.007464,-0.007464,0.508193,0.067777,-0.440415,-0.816451,-0.816422,2.9e-05,2.9e-05,1.0,4.194466,3.984491,-0.002319,0.002455,1e-06,1e-06,0.056259,3.465781,1,v2,0.007464,5718,1,1,0,0.8647970103020964,0.0034356180513329,0.0068316790340637
104655,104955,666.348222,667.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.149675,29.161658,0.011983,0.011983,0.067777,0.288909,0.221132,-0.816422,-0.816499,-7.7e-05,-7.7e-05,1.0,3.925761,4.144055,-0.002319,0.002456,1e-06,1e-06,0.056222,3.469339,1,v2,0.011983,5719,1,1,0,0.8647970103020964,0.0034356180513329,0.0068316790340637
104655,104955,667.348222,668.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.161658,29.188456,0.026799,0.026799,0.288909,0.415782,0.126873,-0.816499,-0.816496,3e-06,3e-06,1.0,4.088084,4.049137,-0.002322,0.002458,2e-06,2e-06,0.056119,3.476106,1,v2,0.026799,5720,1,1,0,0.8647970103020964,0.0034356180513329,0.0068316790340637
104655,104955,668.348222,669.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.188456,29.145137,-0.043319,-0.043319,0.415782,0.21693,-0.198852,-0.816496,-0.816478,1.8e-05,1.8e-05,1.0,4.15246,4.211732,-0.002318,0.002454,3e-06,4e-06,0.056286,3.465176,1,v2,0.043319,5721,1,1,0,0.8722970103020964,0.0034356180513329,0.0068316790340637
104655,104955,669.348222,670.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.145137,29.205888,0.060751,0.060751,0.21693,0.950129,0.733199,-0.816478,-0.815209,0.001269,0.001269,1.0,4.238603,3.991284,-0.002326,0.002456,8e-06,2e-06,0.055902,3.471687,1,v2,0.060751,5722,1,1,0,0.8673552951858173,0.0034356180513329,0.0068316790340637
104655,104955,670.348222,671.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.205888,29.211115,0.005227,0.005227,0.950129,0.025868,-0.924262,-0.815209,-0.810831,0.004378,0.004378,1.0,4.226052,3.906855,-0.002337,0.002447,1.1e-05,1e-05,0.055367,3.442605,1,v2,0.005227,5723,1,1,0,0.8673834302325583,0.0034356180513329,0.0068316790340637
104655,104955,671.348222,672.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.211115,29.190818,-0.020297,-0.020297,0.025868,0.76474,0.738872,-0.810831,-1.105574,-0.294742,-0.294742,1.0,3.984378,4.149733,-0.001525,0.003018,0.000813,0.000571,0.111675,5.637814,1,v2,0.020297,5724,1,1,0,0.8647695162503979,0.0034356180513329,0.0068316790340637
104655,104955,672.348222,673.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.190818,29.122557,-0.068261,-0.068261,0.76474,0.16956,-0.59518,-1.105574,-0.816916,0.288658,0.288658,1.0,4.105919,4.177208,-0.002315,0.002454,0.000791,0.000565,0.056432,3.462873,1,v2,0.068261,5725,1,1,0,0.874602451479817,0.0034356180513329,0.0068316790340637
104655,104955,673.348222,674.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.122557,29.159537,0.03698,0.03698,0.16956,0.115388,-0.054172,-0.816916,-0.816925,-1e-05,-1e-05,1.0,4.101602,4.091649,-0.002318,0.002457,3e-06,3e-06,0.056294,3.472478,1,v2,0.03698,5726,1,1,0,0.9097970103020964,0.0034356180513329,0.0068316790340637
104655,104955,674.348222,675.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.159537,29.181294,0.021757,0.021757,0.115388,0.03062,-0.084768,-0.816925,-0.816838,8.8e-05,8.8e-05,1.0,4.071878,4.096603,-0.00232,0.002458,2e-06,2e-06,0.056201,3.477465,1,v2,0.021757,5727,1,1,0,0.8672970103020964,0.0034356180513329,0.0068316790340637
104655,104955,675.348222,676.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.181294,29.213804,0.032511,0.032511,0.03062,0.11421,0.08359,-0.816838,-0.817032,-0.000195,-0.000195,1.0,4.18124,4.194904,-0.002322,0.002462,2e-06,3e-06,0.056099,3.487077,1,v2,0.032511,5728,1,1,0,0.8697970103020964,0.0034356180513329,0.0068316790340637
104655,104955,676.348222,677.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.213804,29.216,0.002195,0.002195,0.11421,1.135417,1.021208,-0.817032,-0.816598,0.000434,0.000434,1.0,4.113923,4.110171,-0.002323,0.002461,1e-06,1e-06,0.056044,3.484871,1,v2,0.002195,5729,1,1,0,0.8547675241407388,0.0034356180513329,0.0068316790340637
104655,104955,677.348222,678.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.216,29.127432,-0.088567,-0.088567,1.135417,0.251604,-0.883814,-0.816598,-0.819082,-0.002484,-0.002484,1.0,3.775639,4.036817,-0.00231,0.002459,1.3e-05,2e-06,0.056686,3.479894,1,v2,0.088567,5730,1,1,0,0.8497413812036573,0.0034356180513329,0.0068316790340637
104655,104955,678.348222,679.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.127432,29.119279,-0.008154,-0.008154,0.251604,0.520478,0.268874,-0.819082,-0.80973,0.009352,0.009352,1.0,3.871635,4.126412,-0.002332,0.002437,2.2e-05,2.2e-05,0.055611,3.413431,1,v2,0.008154,5731,1,1,0,0.9048834302325582,0.0034356180513329,0.0068316790340637
104655,104955,679.348222,680.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.119279,29.160468,0.041189,0.041189,0.520478,0.320451,-0.200027,-0.80973,-0.816476,-0.006746,-0.006746,1.0,3.940336,4.025447,-0.002319,0.002456,1.3e-05,1.9e-05,0.056252,3.470478,1,v2,0.041189,5732,1,1,0,0.9149417151162792,0.0034356180513329,0.0068316790340637
104655,104955,680.348222,681.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.160468,29.09461,-0.065858,-0.065858,0.320451,0.968682,0.648231,-0.816476,-0.816909,-0.000433,-0.000433,1.0,3.968586,4.167911,-0.002313,0.002452,6e-06,5e-06,0.056559,3.456941,1,v2,0.065858,5733,1,1,0,0.8972413812036573,0.0034356180513329,0.0068316790340637
104655,104955,681.348222,682.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.09461,29.10233,0.00772,0.00772,0.968682,0.652017,-0.316665,-0.816909,-0.816877,3.2e-05,3.2e-05,1.0,3.96658,4.206497,-0.002313,0.002452,1e-06,1e-06,0.056529,3.458883,1,v2,0.00772,5734,1,1,0,0.9473552951858172,0.0034356180513329,0.0068316790340637
104655,104955,682.348222,683.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.10233,29.106135,0.003805,0.003805,0.652017,0.760833,0.108816,-0.816877,-0.816836,4.1e-05,4.1e-05,1.0,3.957878,4.181935,-0.002313,0.002453,0.0,0.0,0.056515,3.45984,1,v2,0.003805,5735,1,1,0,0.9398258090244596,0.0034356180513329,0.0068316790340637
104655,104955,683.348222,684.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.106135,29.157779,0.051644,0.051644,0.760833,0.589017,-0.171816,-0.816836,-0.816799,3.7e-05,3.7e-05,1.0,3.806675,4.202361,-0.002318,0.002457,4e-06,4e-06,0.056315,3.472864,1,v2,0.051644,5736,1,1,0,0.919799666087378,0.0034356180513329,0.0068316790340637
104655,104955,684.348222,685.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.157779,29.115922,-0.041858,-0.041858,0.589017,0.229896,-0.359121,-0.816799,-0.81663,0.000168,0.000168,1.0,4.147544,4.138142,-0.002314,0.002453,3e-06,4e-06,0.056468,3.461776,1,v2,0.041858,5737,1,1,0,0.8972970103020964,0.0034356180513329,0.0068316790340637
104655,104955,685.348222,686.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.115922,29.102626,-0.013296,-0.013296,0.229896,0.049101,-0.180795,-0.81663,-0.816451,0.00018,0.00018,1.0,4.067965,4.085876,-0.002314,0.002452,1e-06,1e-06,0.056502,3.45743,1,v2,0.013296,5738,1,1,0,0.9473552951858172,0.0034356180513329,0.0068316790340637
104655,104955,686.348222,687.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.102626,29.097561,-0.005065,-0.005065,0.049101,0.730854,0.681754,-0.816451,-0.816342,0.000109,0.000109,1.0,3.977238,4.080709,-0.002314,0.002451,0.0,1e-06,0.05651,3.455498,1,v2,0.005065,5739,1,1,0,0.9473258090244596,0.0034356180513329,0.0068316790340637
104655,104955,687.348222,688.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.097561,29.181859,0.084299,0.084299,0.730854,0.338544,-0.392311,-0.816342,-0.816672,-0.00033,-0.00033,1.0,3.929898,4.033474,-0.002319,0.002459,6e-06,8e-06,0.056226,3.479191,1,v2,0.084299,5740,1,1,0,0.9173552951858172,0.0034356180513329,0.0068316790340637
104655,104955,688.348222,689.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.181859,29.088898,-0.092961,-0.092961,0.338544,0.868155,0.529611,-0.816672,-0.821894,-0.005223,-0.005223,1.0,3.885316,4.162348,-0.002299,0.002463,2e-05,4e-06,0.057216,3.491859,1,v2,0.092961,5741,1,1,0,0.8972413812036573,0.0034356180513329,0.0068316790340637
104655,104955,689.348222,690.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.088898,29.205122,0.116223,0.116223,0.868155,0.088727,-0.779429,-0.821894,-0.80604,0.015854,0.015854,1.0,4.044066,4.264539,-0.002347,0.002436,4.8e-05,2.7e-05,0.054889,3.411247,1,v2,0.116223,5742,1,1,0,0.92,0.0034356180513329,0.0068316790340637
104655,104955,690.348222,691.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.205122,29.140229,-0.064893,-0.064893,0.088727,0.061351,-0.027375,-0.80604,-0.819923,-0.013883,-0.013883,1.0,3.904108,4.126393,-0.002308,0.002463,3.9e-05,2.7e-05,0.056779,3.491326,1,v2,0.064893,5743,1,1,0,0.8674417151162791,0.0034356180513329,0.0068316790340637
104655,104955,691.348222,692.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.140229,29.118155,-0.022073,-0.022073,0.061351,0.357247,0.295896,-0.819923,-0.783536,0.036387,0.036387,1.0,4.084238,3.834457,-0.002394,0.002376,8.6e-05,8.7e-05,0.052706,3.237701,1,v2,0.022073,5744,1,1,0,0.8898834302325582,0.0034356180513329,0.0068316790340637
104655,104955,692.348222,693.348222,1.0,12569.812691,1138.863316,12569.812691,1138.863316,0.0,0.0,0.0,29.118155,29.099831,-0.018324,-0.018324,0.357247,0.965038,0.60779,-0.783536,-0.779611,0.003925,0.003925,1.0,4.113255,3.708908,-0.002402,0.002365,8e-06,1.1e-05,0.052357,3.207686,1,v2,0.018324,5745,1,1,0,0.8569420099570602,0.0034356180513329,0.0068316790340637
